state_index,state,ntrap_cm3,nsheet_cm2,VGS_V,VDS_V,perturbed_terminal,measured_terminal,capacitance_F,delta_voltage_V,method,supported,limitation,converged,error_message
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,gate,-9.456674100119857e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,gate,4.184822731665517e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,gate,-2.09241136475886e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,gate,-2.0924113668327013e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,gate,4.184822731704806e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,gate,-2.092411364783512e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,gate,-2.0924113668473384e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,gate,4.184822731655887e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,gate,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,gate,-2.092411364810475e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,drain,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,gate,-2.092411366852346e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,-1.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,gate,5.1283841210056635e-17,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,gate,-4.183150665790445e-17,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,gate,-9.452334194477721e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,gate,5.128384112239447e-17,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,gate,-4.183089526257508e-17,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,gate,-9.452944415673913e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,gate,5.1283840772140225e-17,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,gate,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,gate,-4.1828450002502725e-17,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,drain,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,gate,-9.455384987515095e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
4,State_4_Programmed,2e+18,1000000000000.0,3.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
